episode,reward,rail length
90,-317.76032900059295,4
91,-308.76032900059295,4
92,-324.26032900059295,4
93,-318.76032900059295,4
94,-226.1306403446053,6
95,-325.76032900059295,4
96,-285.34526422799524,5
97,-333.76032900059295,4
98,-237.1306403446053,6
99,-328.26032900059295,4
100,-155.81508458632646,7
101,-304.26032900059295,4
102,-288.84526422799524,5
103,-154.81508458632646,7
104,-314.76032900059295,4
105,-366.5815238949143,3
106,-366.5815238949143,3
107,-272.84526422799524,5
108,-269.84526422799524,5
109,-315.26032900059295,4
110,-266.84526422799524,5
111,-108.54223466203337,8
112,-306.26032900059295,4
113,-308.76032900059295,4
114,-185.31508458632646,7
115,-266.84526422799524,5
116,-349.76032900059295,4
117,-378.5815238949143,3
118,-383.0815238949143,3
119,-315.76032900059295,4
120,84.03988836557755,11
121,-254.34526422799524,5
122,-316.76032900059295,4
123,-311.76032900059295,4
124,-336.76032900059295,4
125,-310.26032900059295,4
126,-254.84526422799524,5
127,-275.84526422799524,5
128,-260.84526422799524,5
129,-286.84526422799524,5
130,-299.76032900059295,4
131,-324.26032900059295,4
132,-325.76032900059295,4
133,-312.76032900059295,4
134,-394.0815238949143,3
135,-374.0815238949143,3
136,-324.26032900059295,4
137,-143.81508458632646,7
138,-317.76032900059295,4
139,-215.6306403446053,6
140,-313.26032900059295,4
141,-317.26032900059295,4
142,-210.6306403446053,6
143,76.53988836557755,11
144,-372.0815238949143,3
145,-373.5815238949143,3
146,-263.34526422799524,5
147,134.55494350754088,13
148,-137.31508458632646,7
149,-308.26032900059295,4
150,-442.8226537463707,2
151,-325.76032900059295,4
152,-304.76032900059295,4
153,-174.81508458632646,7
154,-305.76032900059295,4
155,-312.76032900059295,4
156,-311.76032900059295,4
157,-316.26032900059295,4
158,-312.26032900059295,4
159,-309.76032900059295,4
160,-308.76032900059295,4
161,-296.76032900059295,4
162,-171.31508458632646,7
163,-317.26032900059295,4
164,-311.26032900059295,4
165,-331.76032900059295,4
166,-246.34526422799524,5
167,-214.6306403446053,6
168,-45.42107717301701,9
169,-190.81508458632646,7
170,-318.76032900059295,4
171,-311.26032900059295,4
172,-314.26032900059295,4
173,-323.26032900059295,4
174,-310.76032900059295,4
175,-390.0815238949143,3
176,-303.76032900059295,4
177,-315.26032900059295,4
178,-324.26032900059295,4
179,-318.76032900059295,4
180,-315.26032900059295,4
181,-200.1306403446053,6
182,-66.92107717301701,9
183,-222.1306403446053,6
184,-314.76032900059295,4
185,82.03988836557755,11
186,-381.0815238949143,3
187,-308.26032900059295,4
188,-317.26032900059295,4
189,-324.26032900059295,4
190,-264.34526422799524,5
191,-261.34526422799524,5
192,-300.26032900059295,4
193,-377.0815238949143,3
194,-308.26032900059295,4
195,-309.26032900059295,4
196,-324.26032900059295,4
197,-307.76032900059295,4
198,-305.26032900059295,4
199,-295.76032900059295,4
200,-319.76032900059295,4
201,-56.92107717301701,9
202,-248.34526422799524,5
203,-61.92107717301701,9
204,-299.76032900059295,4
205,-377.5815238949143,3
206,-303.76032900059295,4
207,-265.34526422799524,5
208,-316.26032900059295,4
209,-313.26032900059295,4
210,-315.76032900059295,4
211,-321.26032900059295,4
212,-302.26032900059295,4
213,-327.26032900059295,4
214,-320.26032900059295,4
215,-318.26032900059295,4
216,-47.92107717301701,9
217,-297.76032900059295,4
218,-313.76032900059295,4
219,-252.84526422799524,5
220,117.75331239208936,12
221,-264.84526422799524,5
222,-315.26032900059295,4
223,-309.26032900059295,4
224,-250.34526422799524,5
225,-237.84526422799524,5
226,-271.84526422799524,5
227,-316.26032900059295,4
228,-325.76032900059295,4
229,-301.26032900059295,4
230,-134.31508458632646,7
231,-317.26032900059295,4
232,-307.26032900059295,4
233,-246.84526422799524,5
234,-258.84526422799524,5
235,-267.84526422799524,5
236,26.539888365577553,11
237,-257.84526422799524,5
238,-41.92107717301701,9
239,-255.84526422799524,5
240,-301.76032900059295,4
241,-244.34526422799524,5
242,-243.34526422799524,5
243,-316.26032900059295,4
244,-307.26032900059295,4
245,-319.26032900059295,4
246,-328.26032900059295,4
247,-241.34526422799524,5
248,-194.6306403446053,6
249,-146.31508458632646,7
250,-318.76032900059295,4
251,-315.76032900059295,4
252,-258.34526422799524,5
253,-308.76032900059295,4
254,-313.76032900059295,4
255,-263.84526422799524,5
256,-160.31508458632646,7
257,-313.76032900059295,4
258,-321.26032900059295,4
259,-175.31508458632646,7
260,-303.76032900059295,4
261,-335.76032900059295,4
262,-269.34526422799524,5
263,-310.26032900059295,4
264,-310.76032900059295,4
265,-245.84526422799524,5
266,-325.76032900059295,4
267,-308.76032900059295,4
268,-307.26032900059295,4
269,-33.42107717301701,9
270,-216.1306403446053,6
271,-324.76032900059295,4
272,-316.26032900059295,4
273,-314.76032900059295,4
274,-312.26032900059295,4
275,85.53988836557755,11
276,-324.76032900059295,4
277,-329.76032900059295,4
278,-308.76032900059295,4
279,-316.76032900059295,4
280,-71.92107717301701,9
281,-110.04223466203337,8
282,-316.26032900059295,4
283,-249.84526422799524,5
284,-263.84526422799524,5
285,-315.26032900059295,4
286,-320.26032900059295,4
287,-321.26032900059295,4
288,-313.76032900059295,4
289,-309.26032900059295,4
290,-289.84526422799524,5
291,-321.26032900059295,4
292,-379.5815238949143,3
293,-326.76032900059295,4
294,-313.26032900059295,4
295,-209.1306403446053,6
296,-225.6306403446053,6
297,-310.76032900059295,4
298,-265.84526422799524,5
299,-321.76032900059295,4
300,-332.26032900059295,4
301,-327.76032900059295,4
302,-309.76032900059295,4
303,-208.6306403446053,6
304,-201.6306403446053,6
305,-331.26032900059295,4
306,-326.76032900059295,4
307,-331.76032900059295,4
308,-335.26032900059295,4
309,-326.26032900059295,4
310,-323.26032900059295,4
311,-306.26032900059295,4
312,-317.26032900059295,4
313,-284.84526422799524,5
314,-150.31508458632646,7
315,-338.76032900059295,4
316,-318.76032900059295,4
317,-326.76032900059295,4
318,-305.26032900059295,4
319,-221.6306403446053,6
320,-341.76032900059295,4
321,-262.34526422799524,5
322,-315.26032900059295,4
323,-262.34526422799524,5
324,-317.26032900059295,4
325,-315.76032900059295,4
326,-326.26032900059295,4
327,-380.5815238949143,3
328,-222.6306403446053,6
329,-6.037294102916235,10
330,-307.26032900059295,4
331,-379.5815238949143,3
332,-316.76032900059295,4
333,-217.6306403446053,6
334,-303.76032900059295,4
335,-316.76032900059295,4
336,-308.76032900059295,4
337,-310.26032900059295,4
338,-307.76032900059295,4
339,-279.84526422799524,5
340,-336.76032900059295,4
341,-370.0815238949143,3
342,-249.34526422799524,5
343,-316.76032900059295,4
344,-160.81508458632646,7
345,-304.76032900059295,4
346,-397.0815238949143,3
347,-309.76032900059295,4
348,-316.26032900059295,4
349,-286.34526422799524,5
350,-272.34526422799524,5
351,-213.6306403446053,6
352,-258.84526422799524,5
353,-275.84526422799524,5
354,-328.26032900059295,4
355,1.9627058970837652,10
356,-142.81508458632646,7
357,63.03988836557755,11
358,-319.26032900059295,4
359,-221.1306403446053,6
360,-323.26032900059295,4
361,-305.76032900059295,4
362,-312.76032900059295,4
363,-321.76032900059295,4
364,-383.0815238949143,3
365,-168.31508458632646,7
366,-317.26032900059295,4
367,-322.26032900059295,4
368,-310.26032900059295,4
369,-313.76032900059295,4
370,-318.76032900059295,4
371,-310.76032900059295,4
372,-90.04223466203337,8
373,-317.26032900059295,4
374,-165.81508458632646,7
375,-318.26032900059295,4
376,-310.76032900059295,4
377,-375.5815238949143,3
378,-313.26032900059295,4
379,-281.34526422799524,5
380,-380.5815238949143,3
381,-323.76032900059295,4
382,-331.26032900059295,4
383,-379.5815238949143,3
384,-309.26032900059295,4
385,-310.26032900059295,4
386,-275.34526422799524,5
387,33.53988836557755,11
388,-201.6306403446053,6
389,-329.76032900059295,4
390,-315.26032900059295,4
391,-319.26032900059295,4
392,-303.76032900059295,4
393,-332.26032900059295,4
394,-314.26032900059295,4
395,-310.26032900059295,4
396,-165.31508458632646,7
397,-310.26032900059295,4
398,-314.26032900059295,4
399,-215.6306403446053,6
400,-313.26032900059295,4
401,37.03988836557755,11
402,-316.26032900059295,4
403,-315.26032900059295,4
404,-259.84526422799524,5
405,-335.76032900059295,4
406,-393.0815238949143,3
407,-334.26032900059295,4
408,-316.26032900059295,4
409,-317.26032900059295,4
410,-325.76032900059295,4
411,-116.04223466203337,8
412,-277.34526422799524,5
413,-314.76032900059295,4
414,-66.42107717301701,9
415,30.539888365577553,11
416,-292.26032900059295,4
417,0.4627058970837652,10
418,-316.26032900059295,4
419,-144.31508458632646,7
420,-327.76032900059295,4
421,-308.26032900059295,4
422,-324.26032900059295,4
423,-321.26032900059295,4
424,-376.5815238949143,3
425,-232.1306403446053,6
426,-323.76032900059295,4
427,-320.26032900059295,4
428,-296.26032900059295,4
429,-317.26032900059295,4
430,-328.26032900059295,4
431,-333.76032900059295,4
432,-315.26032900059295,4
433,-376.0815238949143,3
434,-307.26032900059295,4
435,-343.76032900059295,4
436,-306.26032900059295,4
437,-327.76032900059295,4
438,-24.037294102916235,10
439,-271.84526422799524,5
440,-129.54223466203337,8
441,-298.76032900059295,4
442,-318.26032900059295,4
443,-304.26032900059295,4
444,-328.26032900059295,4
445,-287.34526422799524,5
446,-227.6306403446053,6
447,-325.26032900059295,4
448,-165.81508458632646,7
449,-318.76032900059295,4
450,-320.26032900059295,4
451,-252.34526422799524,5
452,-383.0815238949143,3
453,-307.26032900059295,4
454,-330.76032900059295,4
455,-225.1306403446053,6
456,-267.34526422799524,5
457,-181.81508458632646,7
458,111.75331239208936,12
459,-314.26032900059295,4
460,-323.26032900059295,4
461,-287.84526422799524,5
462,-450.8226537463707,2
463,-203.1306403446053,6
464,-280.34526422799524,5
465,-310.26032900059295,4
466,-319.76032900059295,4
467,-351.26032900059295,4
468,-380.0815238949143,3
469,-280.34526422799524,5
470,-92.04223466203337,8
471,-276.34526422799524,5
472,-321.76032900059295,4
473,-319.26032900059295,4
474,-312.26032900059295,4
475,-116.54223466203337,8
476,-296.26032900059295,4
477,-265.34526422799524,5
478,-330.26032900059295,4
479,-325.76032900059295,4
480,-62.92107717301701,9
481,-157.81508458632646,7
482,-299.26032900059295,4
483,-321.76032900059295,4
484,-292.84526422799524,5
485,-329.26032900059295,4
486,-334.26032900059295,4
487,-179.31508458632646,7
488,-319.76032900059295,4
489,-212.1306403446053,6
490,-277.84526422799524,5
491,-325.76032900059295,4
492,-162.31508458632646,7
493,-233.6306403446053,6
494,-323.76032900059295,4
495,-230.6306403446053,6
496,-166.81508458632646,7
497,-377.0815238949143,3
498,-317.26032900059295,4
499,-63.92107717301701,9
500,-329.76032900059295,4
501,-327.26032900059295,4
502,-332.26032900059295,4
503,-2.537294102916235,10
504,-311.76032900059295,4
505,-317.26032900059295,4
506,-69.42107717301701,9
507,-330.26032900059295,4
508,-112.54223466203337,8
509,-297.84526422799524,5
510,-314.76032900059295,4
511,-254.84526422799524,5
512,-312.76032900059295,4
513,-331.26032900059295,4
514,-317.76032900059295,4
515,-207.1306403446053,6
516,-271.84526422799524,5
517,-316.76032900059295,4
518,36.03988836557755,11
519,-227.1306403446053,6
520,-316.26032900059295,4
521,-319.76032900059295,4
522,-207.6306403446053,6
523,-317.26032900059295,4
524,22.462705897083765,10
525,-308.76032900059295,4
526,-283.84526422799524,5
527,-312.76032900059295,4
528,-15.037294102916235,10
529,-72.42107717301701,9
530,-249.1306403446053,6
531,-304.76032900059295,4
532,-163.81508458632646,7
533,-314.26032900059295,4
534,-327.76032900059295,4
535,-278.34526422799524,5
536,-326.26032900059295,4
537,-195.6306403446053,6
538,-322.26032900059295,4
539,-323.76032900059295,4
540,-123.54223466203337,8
541,-188.81508458632646,7
542,-286.84526422799524,5
543,-312.76032900059295,4
544,-279.84526422799524,5
545,-322.26032900059295,4
546,-309.26032900059295,4
547,-136.54223466203337,8
548,-328.76032900059295,4
549,-328.26032900059295,4
550,-384.0815238949143,3
551,-178.81508458632646,7
552,-388.5815238949143,3
553,-329.26032900059295,4
554,-325.26032900059295,4
555,-322.26032900059295,4
556,-269.84526422799524,5
557,-372.5815238949143,3
558,-118.04223466203337,8
559,-318.26032900059295,4
560,-249.84526422799524,5
561,-316.76032900059295,4
562,-303.26032900059295,4
563,-301.76032900059295,4
564,-317.26032900059295,4
565,-306.76032900059295,4
566,-387.0815238949143,3
567,-325.76032900059295,4
568,-315.76032900059295,4
569,-224.1306403446053,6
570,-325.76032900059295,4
571,-330.76032900059295,4
572,-339.76032900059295,4
573,-29.537294102916235,10
574,-227.6306403446053,6
575,-190.1306403446053,6
576,-322.26032900059295,4
577,-274.34526422799524,5
578,-302.76032900059295,4
579,-162.81508458632646,7
580,-180.31508458632646,7
581,-108.54223466203337,8
582,-320.26032900059295,4
583,-279.34526422799524,5
584,-309.76032900059295,4
585,-309.76032900059295,4
586,-211.1306403446053,6
587,-330.76032900059295,4
588,-350.76032900059295,4
589,-316.76032900059295,4
590,-321.26032900059295,4
591,-282.34526422799524,5
592,-337.26032900059295,4
593,-319.76032900059295,4
594,-303.26032900059295,4
595,-308.26032900059295,4
596,-292.26032900059295,4
597,-388.5815238949143,3
598,-317.76032900059295,4
599,-314.76032900059295,4
600,-335.26032900059295,4
601,-313.26032900059295,4
602,-322.26032900059295,4
603,-334.76032900059295,4
604,-322.76032900059295,4
605,-327.76032900059295,4
606,-317.26032900059295,4
607,-278.84526422799524,5
608,-320.26032900059295,4
609,-309.26032900059295,4
610,-281.34526422799524,5
611,53.53988836557755,11
612,-325.26032900059295,4
613,-319.76032900059295,4
614,-267.84526422799524,5
615,-217.6306403446053,6
616,-322.26032900059295,4
617,-267.84526422799524,5
618,-228.1306403446053,6
619,-314.76032900059295,4
620,-110.04223466203337,8
621,-189.81508458632646,7
622,-329.76032900059295,4
623,-281.84526422799524,5
624,-266.84526422799524,5
625,-314.76032900059295,4
626,-383.5815238949143,3
627,-328.26032900059295,4
628,-278.34526422799524,5
629,-331.26032900059295,4
630,-333.76032900059295,4
631,-314.76032900059295,4
632,-313.26032900059295,4
633,-79.54223466203337,8
634,-221.6306403446053,6
635,-0.037294102916234806,10
636,-312.76032900059295,4
637,-311.76032900059295,4
638,-120.04223466203337,8
639,-330.26032900059295,4
640,-117.54223466203337,8
641,-318.26032900059295,4
642,-267.84526422799524,5
643,145.75331239208936,12
644,-325.26032900059295,4
645,-329.26032900059295,4
646,-292.84526422799524,5
647,-261.34526422799524,5
648,-312.26032900059295,4
649,-159.81508458632646,7
650,-302.76032900059295,4
651,-162.81508458632646,7
652,-187.81508458632646,7
653,-312.76032900059295,4
654,-75.42107717301701,9
655,-83.92107717301701,9
656,-125.04223466203337,8
657,-318.76032900059295,4
658,27.962705897083765,10
659,-221.6306403446053,6
660,-295.76032900059295,4
661,-308.76032900059295,4
662,-317.76032900059295,4
663,21.539888365577553,11
664,-250.34526422799524,5
665,-321.76032900059295,4
666,-267.34526422799524,5
667,-327.76032900059295,4
668,-326.76032900059295,4
669,-182.81508458632646,7
670,-163.81508458632646,7
671,-229.6306403446053,6
672,-275.34526422799524,5
673,-323.26032900059295,4
674,-324.76032900059295,4
675,-221.6306403446053,6
676,-115.54223466203337,8
677,-308.26032900059295,4
678,-170.31508458632646,7
679,-280.84526422799524,5
680,-381.5815238949143,3
681,-312.76032900059295,4
682,-322.76032900059295,4
683,-308.76032900059295,4
684,-321.26032900059295,4
685,-312.26032900059295,4
686,-225.1306403446053,6
687,-68.42107717301701,9
688,-308.76032900059295,4
689,-312.76032900059295,4
690,-304.76032900059295,4
691,-61.92107717301701,9
692,-214.1306403446053,6
693,-56.92107717301701,9
694,-319.26032900059295,4
695,-314.26032900059295,4
696,-324.76032900059295,4
697,-271.84526422799524,5
698,-259.34526422799524,5
699,-318.26032900059295,4
700,2.962705897083765,10
701,-391.0815238949143,3
702,-219.6306403446053,6
703,-324.26032900059295,4
704,-218.6306403446053,6
705,-323.26032900059295,4
706,-311.76032900059295,4
707,-313.76032900059295,4
708,-189.6306403446053,6
709,-116.04223466203337,8
710,-273.34526422799524,5
711,-321.76032900059295,4
712,-272.34526422799524,5
713,-316.76032900059295,4
714,-374.0815238949143,3
715,-275.34526422799524,5
716,-309.26032900059295,4
717,-317.26032900059295,4
718,-319.76032900059295,4
719,-310.76032900059295,4
720,-316.76032900059295,4
721,-85.54223466203337,8
722,22.462705897083765,10
723,-300.76032900059295,4
724,-317.76032900059295,4
725,-272.84526422799524,5
726,-308.26032900059295,4
727,-331.76032900059295,4
728,-119.54223466203337,8
729,-324.76032900059295,4
730,-334.76032900059295,4
731,-332.76032900059295,4
732,-119.54223466203337,8
733,-317.26032900059295,4
734,-278.34526422799524,5
735,-322.76032900059295,4
736,-307.26032900059295,4
737,-317.76032900059295,4
738,-314.76032900059295,4
739,-313.76032900059295,4
740,-320.76032900059295,4
741,-182.81508458632646,7
742,-134.54223466203337,8
743,-316.76032900059295,4
744,-317.76032900059295,4
745,-302.76032900059295,4
746,-326.76032900059295,4
747,-335.26032900059295,4
748,-308.76032900059295,4
749,-302.76032900059295,4
750,-99.04223466203337,8
751,-269.34526422799524,5
752,-317.76032900059295,4
753,-322.76032900059295,4
754,-137.54223466203337,8
755,-311.26032900059295,4
756,-322.26032900059295,4
757,-140.81508458632646,7
758,-314.76032900059295,4
759,-368.5815238949143,3
760,-312.76032900059295,4
761,-393.0815238949143,3
762,-316.76032900059295,4
763,-316.26032900059295,4
764,-247.34526422799524,5
765,-318.76032900059295,4
766,-319.76032900059295,4
767,-331.76032900059295,4
768,-318.76032900059295,4
769,-261.34526422799524,5
770,-324.26032900059295,4
771,-385.0815238949143,3
772,-331.76032900059295,4
773,-92.54223466203337,8
774,-346.26032900059295,4
775,-314.26032900059295,4
776,-327.76032900059295,4
777,-327.76032900059295,4
778,-329.26032900059295,4
779,-318.26032900059295,4
780,-331.76032900059295,4
781,-204.1306403446053,6
782,-271.84526422799524,5
783,-263.84526422799524,5
784,-321.76032900059295,4
785,-327.26032900059295,4
786,-92.04223466203337,8
787,-322.26032900059295,4
788,-315.76032900059295,4
789,-317.76032900059295,4
790,-60.92107717301701,9
791,-265.84526422799524,5
792,-331.76032900059295,4
793,-330.26032900059295,4
794,-308.76032900059295,4
795,-210.6306403446053,6
796,-326.26032900059295,4
797,-133.54223466203337,8
798,-227.6306403446053,6
799,-320.26032900059295,4
800,-274.84526422799524,5
801,-330.26032900059295,4
802,-220.1306403446053,6
803,-321.26032900059295,4
804,-314.76032900059295,4
805,-320.26032900059295,4
806,-191.1306403446053,6
807,-100.54223466203337,8
808,-286.84526422799524,5
809,-381.0815238949143,3
810,-321.26032900059295,4
811,-324.76032900059295,4
812,-150.31508458632646,7
813,-320.76032900059295,4
814,-319.26032900059295,4
815,-328.26032900059295,4
816,-310.26032900059295,4
817,-328.26032900059295,4
818,-273.34526422799524,5
819,-280.84526422799524,5
820,-316.26032900059295,4
821,-311.26032900059295,4
822,-315.26032900059295,4
823,-367.5815238949143,3
824,-322.76032900059295,4
825,-58.92107717301701,9
826,-301.26032900059295,4
827,-326.26032900059295,4
828,-303.26032900059295,4
829,-75.42107717301701,9
830,-303.26032900059295,4
831,-229.1306403446053,6
832,-399.5815238949143,3
833,-211.1306403446053,6
834,-320.26032900059295,4
835,-331.26032900059295,4
836,-302.76032900059295,4
837,-274.34526422799524,5
838,-333.26032900059295,4
839,-4.537294102916235,10
840,-329.26032900059295,4
841,-319.26032900059295,4
842,1.9627058970837652,10
843,-318.76032900059295,4
844,-308.76032900059295,4
845,-326.26032900059295,4
846,-63.92107717301701,9
847,-268.34526422799524,5
848,-393.0815238949143,3
849,-98.54223466203337,8
850,-309.76032900059295,4
851,-324.76032900059295,4
852,-41.42107717301701,9
853,-216.6306403446053,6
854,-304.26032900059295,4
855,-314.76032900059295,4
856,-296.76032900059295,4
857,-298.26032900059295,4
858,-310.26032900059295,4
859,-309.76032900059295,4
860,-308.26032900059295,4
861,-226.1306403446053,6
862,-323.26032900059295,4
863,-325.26032900059295,4
864,-319.26032900059295,4
865,-330.26032900059295,4
866,-396.5815238949143,3
867,-307.76032900059295,4
868,-316.26032900059295,4
869,156.55494350754088,13
870,-11.037294102916235,10
871,-268.84526422799524,5
872,-107.04223466203337,8
873,-322.76032900059295,4
874,-170.31508458632646,7
875,-107.54223466203337,8
876,-280.84526422799524,5
877,-308.76032900059295,4
878,-322.26032900059295,4
879,-308.76032900059295,4
880,-174.31508458632646,7
881,-320.76032900059295,4
882,-274.84526422799524,5
883,-328.76032900059295,4
884,-106.04223466203337,8
885,-328.76032900059295,4
886,-314.26032900059295,4
887,-150.81508458632646,7
888,-98.54223466203337,8
889,-319.26032900059295,4
890,-314.76032900059295,4
891,-185.81508458632646,7
892,-242.6306403446053,6
893,-317.76032900059295,4
894,-316.26032900059295,4
895,-224.1306403446053,6
896,-322.76032900059295,4
897,-100.04223466203337,8
898,-310.76032900059295,4
899,-310.26032900059295,4
900,-320.26032900059295,4
901,-315.76032900059295,4
902,-326.26032900059295,4
903,-247.84526422799524,5
904,-345.76032900059295,4
905,-222.1306403446053,6
906,-316.26032900059295,4
907,-314.76032900059295,4
908,-329.26032900059295,4
909,-3.037294102916235,10
910,-320.26032900059295,4
911,-129.04223466203337,8
912,-215.1306403446053,6
913,-264.84526422799524,5
914,-273.84526422799524,5
915,-326.26032900059295,4
916,-331.76032900059295,4
917,-121.04223466203337,8
918,-265.34526422799524,5
919,-107.54223466203337,8
920,-289.84526422799524,5
921,-176.31508458632646,7
922,-333.26032900059295,4
923,-315.76032900059295,4
924,-210.1306403446053,6
925,-316.76032900059295,4
926,-224.1306403446053,6
927,-2.537294102916235,10
928,-308.76032900059295,4
929,-110.04223466203337,8
930,-319.26032900059295,4
931,-329.76032900059295,4
932,-124.54223466203337,8
933,-274.34526422799524,5
934,-318.26032900059295,4
935,-113.54223466203337,8
936,-331.26032900059295,4
937,-336.26032900059295,4
938,-318.76032900059295,4
939,-262.34526422799524,5
940,-159.81508458632646,7
941,-221.1306403446053,6
942,-322.26032900059295,4
943,-322.76032900059295,4
944,-329.76032900059295,4
945,-324.26032900059295,4
946,-224.1306403446053,6
947,-221.6306403446053,6
948,-315.76032900059295,4
949,-240.1306403446053,6
950,-332.26032900059295,4
951,-390.5815238949143,3
952,-326.76032900059295,4
953,-329.26032900059295,4
954,-332.76032900059295,4
955,-311.26032900059295,4
956,-314.26032900059295,4
957,-23.037294102916235,10
958,-316.26032900059295,4
959,-22.037294102916235,10
960,-271.84526422799524,5
961,-314.26032900059295,4
962,-313.26032900059295,4
963,-318.76032900059295,4
964,-318.76032900059295,4
965,-213.1306403446053,6
966,-53.92107717301701,9
967,-154.81508458632646,7
968,-322.26032900059295,4
969,-312.26032900059295,4
970,-260.34526422799524,5
971,-239.6306403446053,6
972,-325.76032900059295,4
973,-208.1306403446053,6
974,-390.5815238949143,3
975,-309.26032900059295,4
976,-230.6306403446053,6
977,-382.0815238949143,3
978,-295.34526422799524,5
979,-320.26032900059295,4
980,-307.76032900059295,4
981,-320.26032900059295,4
982,-313.76032900059295,4
983,-312.76032900059295,4
984,-381.5815238949143,3
985,-297.34526422799524,5
986,-104.04223466203337,8
987,-306.76032900059295,4
988,-311.26032900059295,4
989,-178.81508458632646,7
990,-316.26032900059295,4
991,-316.26032900059295,4
992,-328.76032900059295,4
993,-318.26032900059295,4
994,-307.76032900059295,4
995,-292.76032900059295,4
996,-59.92107717301701,9
997,-327.26032900059295,4
998,-318.76032900059295,4
999,-259.34526422799524,5
1000,-330.76032900059295,4
1001,-307.26032900059295,4
1002,-126.04223466203337,8
1003,-277.84526422799524,5
1004,-313.26032900059295,4
1005,-329.26032900059295,4
1006,-291.34526422799524,5
1007,-275.84526422799524,5
1008,-101.04223466203337,8
1009,-384.0815238949143,3
1010,-171.81508458632646,7
1011,-318.26032900059295,4
1012,-313.76032900059295,4
1013,-322.26032900059295,4
1014,-373.0815238949143,3
1015,-322.26032900059295,4
1016,-322.26032900059295,4
1017,-273.34526422799524,5
1018,-325.76032900059295,4
1019,-310.26032900059295,4
1020,-326.26032900059295,4
1021,-322.76032900059295,4
1022,-333.26032900059295,4
1023,-111.54223466203337,8
1024,-315.26032900059295,4
1025,-315.26032900059295,4
1026,-319.26032900059295,4
1027,-317.76032900059295,4
1028,-270.34526422799524,5
1029,-309.76032900059295,4
1030,-296.34526422799524,5
1031,-257.84526422799524,5
1032,-328.26032900059295,4
1033,-325.26032900059295,4
1034,-49.92107717301701,9
1035,-315.26032900059295,4
1036,-312.76032900059295,4
1037,-230.6306403446053,6
1038,-339.26032900059295,4
1039,-313.26032900059295,4
1040,-312.26032900059295,4
1041,-310.26032900059295,4
1042,-325.26032900059295,4
1043,-325.26032900059295,4
1044,-157.81508458632646,7
1045,-308.26032900059295,4
1046,-316.76032900059295,4
1047,-312.76032900059295,4
1048,4.962705897083765,10
1049,-241.1306403446053,6
1050,-314.26032900059295,4
1051,-105.04223466203337,8
1052,-332.76032900059295,4
1053,-49.42107717301701,9
1054,-321.26032900059295,4
1055,-312.26032900059295,4
1056,-263.34526422799524,5
1057,-314.76032900059295,4
1058,-8.037294102916235,10
1059,-265.84526422799524,5
1060,-320.76032900059295,4
1061,-337.26032900059295,4
1062,-291.34526422799524,5
1063,-326.76032900059295,4
1064,-323.76032900059295,4
1065,-312.26032900059295,4
1066,-110.54223466203337,8
1067,-105.04223466203337,8
1068,-327.26032900059295,4
1069,-316.26032900059295,4
1070,-262.84526422799524,5
