episode,reward,rail length,game win
129,-952.260329000593,4,False
130,-864.760329000593,4,False
131,-849.260329000593,4,False
132,-903.8452642279952,5,False
133,-882.260329000593,4,False
134,-937.760329000593,4,False
135,-882.260329000593,4,False
136,-814.260329000593,4,False
137,-891.260329000593,4,False
138,-792.6306403446054,6,False
139,-871.260329000593,4,False
140,-590.421077173017,9,False
141,-845.760329000593,4,False
142,-862.760329000593,4,False
143,-804.3452642279952,5,False
144,-865.760329000593,4,False
145,-824.8452642279952,5,False
146,-850.260329000593,4,False
147,-872.760329000593,4,False
148,-819.8452642279952,5,False
149,-882.260329000593,4,False
150,-922.760329000593,4,False
151,-817.760329000593,4,False
152,-916.260329000593,4,False
153,-883.760329000593,4,False
154,-916.760329000593,4,False
155,-816.8452642279952,5,False
156,-899.760329000593,4,False
157,-910.760329000593,4,False
158,-867.260329000593,4,False
159,-831.760329000593,4,False
160,-887.260329000593,4,False
161,-890.260329000593,4,False
162,-1012.0815238949144,3,False
163,-818.260329000593,4,False
164,-875.260329000593,4,False
165,-847.260329000593,4,False
166,-887.760329000593,4,False
167,-923.260329000593,4,False
168,-842.260329000593,4,False
169,-869.260329000593,4,False
170,-912.260329000593,4,False
171,-894.760329000593,4,False
172,-870.8452642279952,5,False
173,-1029.5815238949144,3,False
174,-896.260329000593,4,False
175,-835.760329000593,4,False
176,-864.260329000593,4,False
177,-858.260329000593,4,False
178,-932.260329000593,4,False
179,-869.760329000593,4,False
180,-818.260329000593,4,False
181,-887.260329000593,4,False
182,-903.760329000593,4,False
183,-922.260329000593,4,False
184,-840.260329000593,4,False
185,-888.260329000593,4,False
186,-813.260329000593,4,False
187,-839.760329000593,4,False
188,-859.760329000593,4,False
189,-857.760329000593,4,False
190,-886.760329000593,4,False
191,-843.760329000593,4,False
192,-868.260329000593,4,False
193,-911.760329000593,4,False
194,-939.760329000593,4,False
195,-895.260329000593,4,False
196,-874.760329000593,4,False
197,-903.260329000593,4,False
198,-845.260329000593,4,False
199,-835.260329000593,4,False
200,-827.260329000593,4,False
201,-803.3150845863265,7,False
202,-912.260329000593,4,False
203,-901.260329000593,4,False
204,-879.760329000593,4,False
205,-839.260329000593,4,False
206,-839.760329000593,4,False
207,-915.760329000593,4,False
208,-825.760329000593,4,False
209,-838.260329000593,4,False
210,-711.6306403446054,6,False
211,-942.260329000593,4,False
212,-779.260329000593,4,False
213,-887.260329000593,4,False
214,-824.260329000593,4,False
215,-806.760329000593,4,False
216,-857.260329000593,4,False
217,-872.260329000593,4,False
218,-864.260329000593,4,False
219,-896.260329000593,4,False
220,-856.3452642279952,5,False
221,-833.760329000593,4,False
222,-783.3452642279952,5,False
223,-796.260329000593,4,False
224,-793.3452642279952,5,False
225,-871.260329000593,4,False
226,-869.260329000593,4,False
227,-886.260329000593,4,False
228,-917.5815238949144,3,False
229,-865.760329000593,4,False
230,-726.1306403446054,6,False
231,-824.760329000593,4,False
232,-893.260329000593,4,False
233,-879.260329000593,4,False
234,-743.1306403446054,6,False
235,-909.260329000593,4,False
236,-809.260329000593,4,False
237,-773.8452642279952,5,False
238,-859.260329000593,4,False
239,-795.260329000593,4,False
240,-839.760329000593,4,False
241,-898.760329000593,4,False
242,-724.6306403446054,6,False
243,-830.760329000593,4,False
244,-885.760329000593,4,False
245,-882.760329000593,4,False
246,-851.260329000593,4,False
247,-794.8452642279952,5,False
248,-870.760329000593,4,False
249,-888.760329000593,4,False
250,-819.260329000593,4,False
251,-853.760329000593,4,False
252,-830.760329000593,4,False
253,-735.8150845863265,7,False
254,-1022.5815238949144,3,False
255,-865.760329000593,4,False
256,-838.760329000593,4,False
257,-881.760329000593,4,False
258,-845.260329000593,4,False
259,-879.760329000593,4,False
260,-901.760329000593,4,False
261,-922.760329000593,4,False
262,-766.8150845863265,7,False
263,-862.260329000593,4,False
264,-853.260329000593,4,False
265,-776.3452642279952,5,False
266,-895.0815238949144,3,False
267,-870.260329000593,4,False
268,-889.760329000593,4,False
269,-898.760329000593,4,False
270,-856.760329000593,4,False
271,-907.760329000593,4,False
272,-843.760329000593,4,False
273,-829.260329000593,4,False
274,-890.760329000593,4,False
275,-886.260329000593,4,False
276,-866.260329000593,4,False
277,-890.260329000593,4,False
278,-925.760329000593,4,False
279,-833.760329000593,4,False
280,-867.760329000593,4,False
281,-849.760329000593,4,False
282,-865.760329000593,4,False
283,-836.260329000593,4,False
284,-897.260329000593,4,False
285,-554.921077173017,9,False
286,-990.0815238949144,3,False
287,-929.260329000593,4,False
288,-792.260329000593,4,False
289,-878.760329000593,4,False
290,-877.760329000593,4,False
291,-825.760329000593,4,False
292,-843.260329000593,4,False
293,-896.260329000593,4,False
294,-855.760329000593,4,False
295,-879.760329000593,4,False
296,-827.760329000593,4,False
297,-881.760329000593,4,False
298,-905.760329000593,4,False
299,-852.760329000593,4,False
300,-893.760329000593,4,False
301,-860.760329000593,4,False
302,-798.6306403446054,6,False
303,-890.260329000593,4,False
304,-853.8452642279952,5,False
305,-941.5815238949144,3,False
306,-836.260329000593,4,False
307,-928.260329000593,4,False
308,-711.1306403446054,6,False
309,-917.760329000593,4,False
310,-898.760329000593,4,False
311,-850.260329000593,4,False
312,-747.760329000593,4,False
313,-904.260329000593,4,False
314,-812.260329000593,4,False
315,-768.1306403446054,6,False
316,-822.760329000593,4,False
317,-876.760329000593,4,False
318,-831.260329000593,4,False
319,-946.260329000593,4,False
320,-819.760329000593,4,False
321,-830.760329000593,4,False
322,-812.260329000593,4,False
323,-919.760329000593,4,False
324,-849.260329000593,4,False
325,-853.3452642279952,5,False
326,-581.421077173017,9,False
327,-870.260329000593,4,False
328,-728.760329000593,4,False
329,-824.260329000593,4,False
330,-779.760329000593,4,False
331,-883.760329000593,4,False
332,-828.8452642279952,5,False
333,-756.8452642279952,5,False
334,-874.260329000593,4,False
335,-802.8150845863265,7,False
336,-778.260329000593,4,False
337,-826.760329000593,4,False
338,-900.760329000593,4,False
339,-931.760329000593,4,False
340,-899.760329000593,4,False
341,-913.260329000593,4,False
342,-908.760329000593,4,False
343,-838.260329000593,4,False
344,-995.0815238949144,3,False
345,-809.8452642279952,5,False
346,-832.260329000593,4,False
347,-816.260329000593,4,False
348,-829.760329000593,4,False
349,-891.260329000593,4,False
350,-857.260329000593,4,False
351,-827.760329000593,4,False
352,-846.260329000593,4,False
353,-814.260329000593,4,False
354,-893.760329000593,4,False
355,-850.260329000593,4,False
356,-842.260329000593,4,False
357,-914.0815238949144,3,False
358,-899.760329000593,4,False
359,-748.8452642279952,5,False
360,-853.760329000593,4,False
361,-856.760329000593,4,False
362,-885.260329000593,4,False
363,-798.260329000593,4,False
364,-792.760329000593,4,False
365,-789.3452642279952,5,False
366,-783.260329000593,4,False
367,-670.3150845863265,7,False
368,-812.760329000593,4,False
369,-868.260329000593,4,False
370,-854.260329000593,4,False
371,-883.260329000593,4,False
372,-816.760329000593,4,False
373,-765.260329000593,4,False
374,-961.0815238949143,3,False
375,-867.760329000593,4,False
376,-819.260329000593,4,False
377,-794.260329000593,4,False
378,-921.260329000593,4,False
379,-831.760329000593,4,False
380,-829.760329000593,4,False
381,-729.8452642279952,5,False
382,-915.260329000593,4,False
383,-835.8452642279952,5,False
384,-870.760329000593,4,False
385,-814.760329000593,4,False
386,-809.260329000593,4,False
387,-988.5815238949144,3,False
388,-988.5815238949144,3,False
389,-841.260329000593,4,False
390,-875.760329000593,4,False
391,-718.8452642279952,5,False
392,-890.260329000593,4,False
393,-990.0815238949144,3,False
394,-768.760329000593,4,False
395,-833.760329000593,4,False
396,-811.260329000593,4,False
397,-765.760329000593,4,False
398,-886.760329000593,4,False
399,-827.260329000593,4,False
400,-895.260329000593,4,False
401,-938.760329000593,4,False
402,-922.760329000593,4,False
403,-886.260329000593,4,False
404,-877.760329000593,4,False
405,-869.760329000593,4,False
406,-833.760329000593,4,False
407,-795.760329000593,4,False
408,-885.760329000593,4,False
409,-771.760329000593,4,False
410,-823.260329000593,4,False
411,-867.760329000593,4,False
412,-774.760329000593,4,False
413,-822.8452642279952,5,False
414,-850.260329000593,4,False
415,-901.260329000593,4,False
416,-762.260329000593,4,False
417,-807.1306403446054,6,False
418,-842.760329000593,4,False
419,-876.260329000593,4,False
420,-712.8150845863265,7,False
421,-834.760329000593,4,False
422,-899.760329000593,4,False
423,-846.260329000593,4,False
424,-883.760329000593,4,False
425,-860.260329000593,4,False
426,-795.260329000593,4,False
427,-837.260329000593,4,False
428,-852.260329000593,4,False
429,-896.760329000593,4,False
430,-903.0815238949143,3,False
431,-819.760329000593,4,False
432,-877.760329000593,4,False
433,-728.6306403446054,6,False
434,-887.260329000593,4,False
435,-768.260329000593,4,False
436,-858.260329000593,4,False
437,-899.760329000593,4,False
438,-866.260329000593,4,False
439,-833.760329000593,4,False
440,-884.260329000593,4,False
441,-834.760329000593,4,False
442,-885.260329000593,4,False
443,-872.260329000593,4,False
444,-890.760329000593,4,False
445,-808.760329000593,4,False
446,-834.760329000593,4,False
447,-764.260329000593,4,False
448,-756.8452642279952,5,False
449,-914.260329000593,4,False
450,-888.260329000593,4,False
451,-859.760329000593,4,False
452,-822.760329000593,4,False
453,-789.760329000593,4,False
454,-745.760329000593,4,False
455,-826.760329000593,4,False
456,-869.260329000593,4,False
457,-787.260329000593,4,False
458,-714.1306403446054,6,False
459,-855.260329000593,4,False
460,-779.760329000593,4,False
461,-870.260329000593,4,False
462,-794.760329000593,4,False
463,-883.260329000593,4,False
464,-911.260329000593,4,False
465,-892.260329000593,4,False
466,-851.260329000593,4,False
467,-827.760329000593,4,False
468,-856.760329000593,4,False
469,-843.760329000593,4,False
470,-824.260329000593,4,False
471,-790.760329000593,4,False
472,-856.260329000593,4,False
473,-866.260329000593,4,False
474,-846.260329000593,4,False
475,-836.760329000593,4,False
476,-787.760329000593,4,False
477,-785.3452642279952,5,False
478,-761.760329000593,4,False
479,-902.760329000593,4,False
480,-881.260329000593,4,False
481,-749.260329000593,4,False
482,-794.260329000593,4,False
483,-826.260329000593,4,False
484,-815.260329000593,4,False
485,-846.760329000593,4,False
486,-873.760329000593,4,False
487,-769.260329000593,4,False
488,-894.760329000593,4,False
489,-830.260329000593,4,False
490,-915.260329000593,4,False
491,-889.760329000593,4,False
492,-848.760329000593,4,False
493,-851.260329000593,4,False
494,-821.760329000593,4,False
495,-827.260329000593,4,False
496,-814.760329000593,4,False
497,-808.260329000593,4,False
498,-873.260329000593,4,False
499,-813.760329000593,4,False
500,-826.760329000593,4,False
501,-760.760329000593,4,False
502,-821.760329000593,4,False
503,-767.260329000593,4,False
504,-843.760329000593,4,False
505,-753.260329000593,4,False
506,-833.760329000593,4,False
507,-904.260329000593,4,False
508,-843.260329000593,4,False
509,-777.260329000593,4,False
510,-804.760329000593,4,False
511,-854.760329000593,4,False
512,-843.260329000593,4,False
513,-769.260329000593,4,False
514,-788.260329000593,4,False
515,-827.8452642279952,5,False
516,-913.760329000593,4,False
517,-844.760329000593,4,False
518,-881.760329000593,4,False
519,-814.260329000593,4,False
520,-846.260329000593,4,False
521,-881.760329000593,4,False
522,-837.260329000593,4,False
523,-826.260329000593,4,False
524,-884.260329000593,4,False
525,-883.760329000593,4,False
526,-809.260329000593,4,False
527,-772.760329000593,4,False
528,-877.260329000593,4,False
529,-794.260329000593,4,False
530,-854.260329000593,4,False
531,-910.760329000593,4,False
532,-871.760329000593,4,False
533,-804.760329000593,4,False
534,-865.760329000593,4,False
535,-815.260329000593,4,False
536,-841.760329000593,4,False
537,-831.260329000593,4,False
538,-828.760329000593,4,False
539,-874.760329000593,4,False
540,-905.760329000593,4,False
541,-814.260329000593,4,False
542,-790.760329000593,4,False
543,-833.760329000593,4,False
544,-917.260329000593,4,False
545,-875.260329000593,4,False
546,-870.260329000593,4,False
547,-818.760329000593,4,False
548,-859.760329000593,4,False
549,-872.260329000593,4,False
550,-835.760329000593,4,False
551,-859.760329000593,4,False
552,-899.760329000593,4,False
553,-813.260329000593,4,False
554,-865.3452642279952,5,False
555,-802.260329000593,4,False
556,-882.760329000593,4,False
557,-829.760329000593,4,False
558,-816.260329000593,4,False
559,-807.260329000593,4,False
560,-826.760329000593,4,False
561,-868.260329000593,4,False
562,-879.260329000593,4,False
563,-817.260329000593,4,False
564,-859.260329000593,4,False
565,-876.760329000593,4,False
566,-647.421077173017,9,False
567,-839.760329000593,4,False
568,-889.760329000593,4,False
569,-751.760329000593,4,False
570,-813.760329000593,4,False
571,-854.760329000593,4,False
572,-852.760329000593,4,False
573,-892.760329000593,4,False
574,-863.760329000593,4,False
575,-722.260329000593,4,False
576,-875.760329000593,4,False
577,-756.8452642279952,5,False
578,-884.260329000593,4,False
579,-855.260329000593,4,False
580,-800.260329000593,4,False
581,-865.760329000593,4,False
582,-855.260329000593,4,False
583,-891.760329000593,4,False
584,-882.760329000593,4,False
585,-644.6306403446054,6,False
586,-822.260329000593,4,False
587,-784.260329000593,4,False
588,-887.760329000593,4,False
589,-885.260329000593,4,False
590,-830.260329000593,4,False
591,-853.260329000593,4,False
592,-806.760329000593,4,False
593,-854.260329000593,4,False
594,-860.260329000593,4,False
595,-845.260329000593,4,False
596,-799.760329000593,4,False
597,-774.260329000593,4,False
598,-804.760329000593,4,False
599,-816.260329000593,4,False
600,-835.760329000593,4,False
601,-824.260329000593,4,False
602,-887.760329000593,4,False
603,-805.760329000593,4,False
604,-885.260329000593,4,False
605,-873.760329000593,4,False
606,-894.760329000593,4,False
607,-826.260329000593,4,False
608,-880.260329000593,4,False
609,-793.760329000593,4,False
610,-882.260329000593,4,False
611,-885.260329000593,4,False
612,-805.760329000593,4,False
613,-726.260329000593,4,False
614,-886.760329000593,4,False
615,-838.760329000593,4,False
616,-859.760329000593,4,False
617,-829.260329000593,4,False
618,-825.760329000593,4,False
619,-846.260329000593,4,False
620,-848.760329000593,4,False
621,-864.760329000593,4,False
622,-810.260329000593,4,False
623,-922.760329000593,4,False
624,-844.260329000593,4,False
625,-885.760329000593,4,False
626,-869.760329000593,4,False
627,-834.260329000593,4,False
628,-817.260329000593,4,False
629,-809.8452642279952,5,False
630,-856.760329000593,4,False
631,-868.260329000593,4,False
632,-797.760329000593,4,False
633,-714.260329000593,4,False
634,-879.760329000593,4,False
635,-878.760329000593,4,False
636,-763.760329000593,4,False
637,-923.260329000593,4,False
638,-723.760329000593,4,False
639,-802.260329000593,4,False
640,-784.760329000593,4,False
641,-910.760329000593,4,False
642,-879.760329000593,4,False
643,-724.260329000593,4,False
644,-825.760329000593,4,False
645,-848.760329000593,4,False
646,-743.260329000593,4,False
647,-861.760329000593,4,False
648,-753.760329000593,4,False
649,-833.260329000593,4,False
650,-894.760329000593,4,False
651,-809.760329000593,4,False
652,-779.260329000593,4,False
653,-839.260329000593,4,False
654,-856.260329000593,4,False
655,-843.260329000593,4,False
656,-805.3452642279952,5,False
657,-763.260329000593,4,False
658,-827.760329000593,4,False
659,-841.760329000593,4,False
660,-798.260329000593,4,False
661,-821.760329000593,4,False
662,-853.760329000593,4,False
663,-826.260329000593,4,False
664,-900.760329000593,4,False
665,-775.260329000593,4,False
666,-814.760329000593,4,False
667,-801.760329000593,4,False
668,-767.260329000593,4,False
669,-812.260329000593,4,False
670,-828.260329000593,4,False
671,-907.260329000593,4,False
672,-858.260329000593,4,False
673,-822.260329000593,4,False
674,-782.760329000593,4,False
675,-824.760329000593,4,False
676,-814.260329000593,4,False
677,-874.260329000593,4,False
678,-896.760329000593,4,False
679,-810.760329000593,4,False
680,-873.760329000593,4,False
681,-819.760329000593,4,False
682,-753.760329000593,4,False
683,-763.760329000593,4,False
684,-891.760329000593,4,False
685,-834.760329000593,4,False
686,-818.260329000593,4,False
687,-934.5815238949144,3,False
688,-850.760329000593,4,False
689,-815.760329000593,4,False
690,-886.760329000593,4,False
691,-864.760329000593,4,False
692,-794.260329000593,4,False
693,-806.260329000593,4,False
694,-877.760329000593,4,False
695,-849.260329000593,4,False
696,-807.760329000593,4,False
697,-882.260329000593,4,False
698,-903.760329000593,4,False
699,-745.760329000593,4,False
700,-888.760329000593,4,False
701,-850.760329000593,4,False
702,-775.760329000593,4,False
703,-764.760329000593,4,False
704,-849.260329000593,4,False
705,-770.760329000593,4,False
706,-862.760329000593,4,False
707,-833.260329000593,4,False
708,-793.260329000593,4,False
709,-769.760329000593,4,False
710,-875.260329000593,4,False
711,-863.760329000593,4,False
712,-808.260329000593,4,False
713,-793.260329000593,4,False
714,-786.760329000593,4,False
715,-805.8452642279952,5,False
716,-758.760329000593,4,False
717,-734.260329000593,4,False
718,-830.760329000593,4,False
719,-773.260329000593,4,False
720,-828.760329000593,4,False
721,-748.260329000593,4,False
722,-874.260329000593,4,False
723,-720.760329000593,4,False
724,-768.760329000593,4,False
725,-785.260329000593,4,False
726,-716.3452642279952,5,False
727,-852.260329000593,4,False
728,-822.760329000593,4,False
729,-765.760329000593,4,False
730,-865.760329000593,4,False
731,-803.260329000593,4,False
732,-859.760329000593,4,False
733,-843.760329000593,4,False
734,-871.260329000593,4,False
735,-717.260329000593,4,False
736,-826.260329000593,4,False
737,-828.260329000593,4,False
738,-851.260329000593,4,False
739,-797.760329000593,4,False
740,-776.760329000593,4,False
741,-764.260329000593,4,False
742,-886.260329000593,4,False
743,-799.260329000593,4,False
744,-879.760329000593,4,False
745,-835.260329000593,4,False
746,-746.760329000593,4,False
747,-806.260329000593,4,False
748,-892.260329000593,4,False
749,-840.260329000593,4,False
750,-862.260329000593,4,False
751,-814.760329000593,4,False
752,-802.760329000593,4,False
753,-838.3452642279952,5,False
754,-786.260329000593,4,False
755,-833.260329000593,4,False
756,-819.3452642279952,5,False
757,-877.760329000593,4,False
758,-773.760329000593,4,False
759,-822.760329000593,4,False
760,-811.760329000593,4,False
761,-789.760329000593,4,False
762,-821.760329000593,4,False
763,-821.760329000593,4,False
764,-784.760329000593,4,False
765,-824.760329000593,4,False
766,-873.260329000593,4,False
767,-861.760329000593,4,False
768,-852.260329000593,4,False
769,-811.760329000593,4,False
770,-777.760329000593,4,False
771,-782.260329000593,4,False
772,-826.260329000593,4,False
773,-839.260329000593,4,False
774,-772.760329000593,4,False
775,-754.260329000593,4,False
776,-823.760329000593,4,False
777,-783.260329000593,4,False
778,-814.760329000593,4,False
779,-770.760329000593,4,False
780,-793.260329000593,4,False
781,-861.260329000593,4,False
782,-782.260329000593,4,False
783,-798.260329000593,4,False
784,-845.260329000593,4,False
785,-885.260329000593,4,False
786,-831.760329000593,4,False
787,-857.760329000593,4,False
788,-804.260329000593,4,False
789,-808.760329000593,4,False
790,-823.760329000593,4,False
791,-841.760329000593,4,False
792,-792.760329000593,4,False
793,-796.760329000593,4,False
794,-788.260329000593,4,False
795,-851.760329000593,4,False
796,-765.260329000593,4,False
797,-789.760329000593,4,False
798,-777.260329000593,4,False
799,-845.260329000593,4,False
800,-863.760329000593,4,False
801,-822.260329000593,4,False
802,-875.760329000593,4,False
803,-827.260329000593,4,False
804,-739.760329000593,4,False
805,-759.760329000593,4,False
806,-832.3452642279952,5,False
807,-839.760329000593,4,False
808,-877.760329000593,4,False
809,-858.760329000593,4,False
810,-737.260329000593,4,False
811,-871.760329000593,4,False
812,-802.260329000593,4,False
813,-791.260329000593,4,False
814,-798.260329000593,4,False
815,-798.760329000593,4,False
816,-879.760329000593,4,False
817,-825.260329000593,4,False
818,-817.260329000593,4,False
819,-884.760329000593,4,False
820,-755.760329000593,4,False
821,-835.260329000593,4,False
822,-838.260329000593,4,False
823,-874.760329000593,4,False
824,-775.760329000593,4,False
825,-794.260329000593,4,False
826,-784.760329000593,4,False
827,-793.760329000593,4,False
828,-755.760329000593,4,False
829,-749.760329000593,4,False
830,-720.260329000593,4,False
831,-748.760329000593,4,False
832,-810.760329000593,4,False
833,-814.260329000593,4,False
834,-823.260329000593,4,False
835,-839.260329000593,4,False
836,-691.3452642279952,5,False
837,-818.260329000593,4,False
838,-839.760329000593,4,False
839,-869.260329000593,4,False
840,-801.760329000593,4,False
841,-851.760329000593,4,False
842,-759.760329000593,4,False
843,-822.760329000593,4,False
844,-819.760329000593,4,False
845,-767.760329000593,4,False
846,-750.760329000593,4,False
847,-758.260329000593,4,False
848,-850.760329000593,4,False
849,-884.260329000593,4,False
850,-860.760329000593,4,False
851,-813.760329000593,4,False
852,-774.760329000593,4,False
853,-803.760329000593,4,False
854,-872.760329000593,4,False
855,-804.260329000593,4,False
856,-873.760329000593,4,False
857,-783.760329000593,4,False
858,-839.260329000593,4,False
859,-840.760329000593,4,False
860,-859.760329000593,4,False
861,-883.760329000593,4,False
862,-800.760329000593,4,False
863,-818.260329000593,4,False
864,-773.760329000593,4,False
865,-761.760329000593,4,False
866,-859.260329000593,4,False
867,-829.760329000593,4,False
868,-818.760329000593,4,False
869,-801.260329000593,4,False
870,-826.760329000593,4,False
871,-751.260329000593,4,False
872,-774.760329000593,4,False
873,-819.260329000593,4,False
874,-855.760329000593,4,False
875,-846.260329000593,4,False
876,-839.260329000593,4,False
877,-874.260329000593,4,False
878,-836.760329000593,4,False
879,-788.3452642279952,5,False
880,-846.760329000593,4,False
881,-771.260329000593,4,False
882,-785.760329000593,4,False
883,-757.760329000593,4,False
884,-835.760329000593,4,False
885,-802.760329000593,4,False
886,-783.760329000593,4,False
887,-744.260329000593,4,False
888,-757.260329000593,4,False
889,-891.260329000593,4,False
890,-761.260329000593,4,False
891,-841.760329000593,4,False
892,-802.260329000593,4,False
893,-793.760329000593,4,False
894,-747.760329000593,4,False
895,-864.260329000593,4,False
896,-771.260329000593,4,False
897,-774.760329000593,4,False
898,-717.260329000593,4,False
899,-779.760329000593,4,False
900,-859.260329000593,4,False
901,-829.260329000593,4,False
902,-896.760329000593,4,False
903,-794.260329000593,4,False
904,-819.260329000593,4,False
905,-834.760329000593,4,False
906,-770.760329000593,4,False
907,-767.760329000593,4,False
908,-764.260329000593,4,False
909,-809.760329000593,4,False
910,-738.760329000593,4,False
911,-865.760329000593,4,False
912,-862.760329000593,4,False
913,-864.760329000593,4,False
914,-887.5815238949143,3,False
915,-902.760329000593,4,False
916,-833.260329000593,4,False
917,-864.260329000593,4,False
918,-854.260329000593,4,False
919,-778.760329000593,4,False
920,-828.260329000593,4,False
921,-781.760329000593,4,False
922,-874.260329000593,4,False
923,-852.260329000593,4,False
924,-871.760329000593,4,False
925,-856.260329000593,4,False
926,-776.260329000593,4,False
927,-796.760329000593,4,False
928,-809.260329000593,4,False
929,-786.260329000593,4,False
930,-779.760329000593,4,False
931,-786.260329000593,4,False
932,-811.760329000593,4,False
933,-853.260329000593,4,False
934,-773.760329000593,4,False
935,-866.260329000593,4,False
936,-869.760329000593,4,False
937,-819.760329000593,4,False
938,-782.760329000593,4,False
939,-817.260329000593,4,False
940,-799.260329000593,4,False
941,-864.760329000593,4,False
942,-829.260329000593,4,False
943,-857.260329000593,4,False
944,-823.760329000593,4,False
945,-787.260329000593,4,False
946,-846.760329000593,4,False
947,-756.260329000593,4,False
948,-863.760329000593,4,False
949,-784.260329000593,4,False
950,-782.260329000593,4,False
951,-979.5815238949144,3,False
952,-958.5815238949144,3,False
953,-843.260329000593,4,False
954,-750.260329000593,4,False
955,-792.260329000593,4,False
956,-868.760329000593,4,False
957,-837.760329000593,4,False
958,-829.760329000593,4,False
959,-721.8452642279952,5,False
960,-791.760329000593,4,False
961,-857.760329000593,4,False
962,-862.260329000593,4,False
963,-887.260329000593,4,False
964,-893.260329000593,4,False
965,-873.760329000593,4,False
966,-799.760329000593,4,False
967,-812.260329000593,4,False
968,-823.260329000593,4,False
969,-814.260329000593,4,False
970,-724.760329000593,4,False
971,-783.260329000593,4,False
972,-867.260329000593,4,False
973,-777.760329000593,4,False
974,-889.260329000593,4,False
975,-868.760329000593,4,False
976,-873.260329000593,4,False
977,-911.260329000593,4,False
978,-836.760329000593,4,False
979,-883.260329000593,4,False
980,-866.760329000593,4,False
981,-862.260329000593,4,False
982,-921.760329000593,4,False
983,-913.260329000593,4,False
984,-851.260329000593,4,False
985,-851.260329000593,4,False
986,-828.260329000593,4,False
987,-863.760329000593,4,False
